reactant_1,reactant_2,product,mechanism,pair,arithmetic_score_1,arithmetic_score_2,arithmetic_score_3,arithmetic_score_4,arithmetic_score_5,arithmetic_score_1_reaxys_idx,arithmetic_score_2_reaxys_idx,arithmetic_score_3_reaxys_idx,arithmetic_score_4_reaxys_idx,arithmetic_score_5_reaxys_idx,geometric_score_1,geometric_score_2,geometric_score_3,geometric_score_4,geometric_score_5,geometric_score_1_reaxys_idx,geometric_score_2_reaxys_idx,geometric_score_3_reaxys_idx,geometric_score_4_reaxys_idx,geometric_score_5_reaxys_idx,harmonic_score_1,harmonic_score_2,harmonic_score_3,harmonic_score_4,harmonic_score_5,harmonic_score_1_reaxys_idx,harmonic_score_2_reaxys_idx,harmonic_score_3_reaxys_idx,harmonic_score_4_reaxys_idx,harmonic_score_5_reaxys_idx
Cc1c(C(=O)O)sc2sc(C(=O)O)c(C)c12,CCC(O)CN(CC(O)CC)C(=O)OCc1ccccc1,*OC(CC)CN(CC(CC)OC(=O)c1sc2sc(C(*)=O)c(C)c2c1C)C(=O)OCc1ccccc1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.24283559577677225,0.21678321678321677,0.21678321678321677,0.21296296296296297,0.20754716981132076,146.0,716.0,717.0,498.0,588.0,0.24253562503633297,0.20672455764868075,0.20672455764868075,0.20286020648339487,0.17395366900552617,146.0,717.0,716.0,498.0,76.0,0.24223602494496738,0.19713261659651984,0.19713261659651984,0.19323671508510815,0.14579759875753937,146.0,717.0,716.0,498.0,76.0
CC(C)(C)c1cc(N)c(Cl)c(N)c1,O=C(O)c1ccc(F)c(F)c1C(=O)O,*Nc1cc(C(C)(C)C)cc(NC(=O)c2ccc(F)c(F)c2C(*)=O)c1Cl,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.24047619047619045,0.24047619047619045,0.24047619047619045,0.24047619047619045,0.21875,724.0,723.0,722.0,731.0,33.0,0.23904572186687872,0.23904572186687872,0.23904572186687872,0.23904572186687872,0.21650635094610965,724.0,731.0,722.0,723.0,33.0,0.23762376247742378,0.23762376247742378,0.23762376247742378,0.23762376247742378,0.21428571438775515,723.0,731.0,724.0,722.0,33.0
CC(C)(C)c1cc(N)c(N)c(Br)c1,CCCCCCC(C(=O)O)C(=O)O,*Nc1cc(C(C)(C)C)cc(Br)c1NC(=O)C(CCCCCC)C(*)=O,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.2885714285714286,0.22743055555555555,0.2147915027537372,0.21289355322338832,0.21289355322338832,23.0,434.0,3.0,632.0,633.0,0.17237832147426693,0.1954339899926429,0.20802166563917096,0.11616046389935494,0.11616046389935494,264.0,3.0,2.0,338.0,434.0,0.10297029719402019,0.16793893142386804,0.20146520157140577,0.06338028186036997,0.06338028186036997,264.0,3.0,2.0,44.0,338.0
O=C(Cl)c1ccc2ccccc2c1-c1c(C(=O)Cl)ccc2ccccc12,Oc1ccc(C=NNc2ccc(Cl)cc2)cc1O,*Oc1cc(C=NNc2ccc(Cl)cc2)ccc1OC(=O)c1ccc2ccccc2c1-c1c(C(*)=O)ccc2ccccc12,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.24722222222222223,0.24722222222222223,0.2270671834625323,0.22095238095238096,0.19791666666666666,390.0,354.0,439.0,144.0,254.0,0.2472066162365221,0.2472066162365221,0.18328047158971922,0.21712405933672377,0.1954339899926429,354.0,390.0,144.0,142.0,254.0,0.24719101133596766,0.24719101133596766,0.14793741123015444,0.21336206906895255,0.19298245624284396,390.0,354.0,144.0,142.0,254.0
Nc1cc(Br)cc(S(N)(=O)=O)c1,NC1(C(=O)O)CC(C(=O)O)C1,*Nc1cc(Br)cc(S(=O)(=O)NC(=O)C2(N)CC(C(*)=O)C2)c1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.15865384615384615,0.15826612903225806,0.15826612903225806,0.14878048780487807,0.14575098814229248,146.0,33.0,149.0,354.0,138.0,0.15504341823651058,0.1555427542095638,0.1555427542095638,0.13968605915391566,0.13336626734231613,33.0,149.0,146.0,254.0,595.0,0.15151515161965107,0.15286624214162847,0.15286624214162847,0.1311475410954582,0.12203389842135709,33.0,149.0,146.0,254.0,595.0
O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1,COC(=O)c1ccc(C(O)CO)cc1,*OCC(OC(=O)Nc1ccc(Cc2ccc(NC(*)=O)cc2)cc1)c1ccc(C(=O)OC)cc1,"{'step_growth': ['di_isocyanate', 'di_ol']}",1,0.5930232558139534,0.5897435897435898,0.5897435897435898,0.5694444444444444,0.39459459459459456,303.0,197.0,196.0,198.0,393.0,0.43133109281375365,0.4236592728681617,0.4236592728681617,0.37267799624996495,0.33691766577832266,303.0,196.0,197.0,198.0,393.0,0.3137254903431757,0.3043478262353497,0.3043478262353497,0.24390243918155863,0.28767123300380937,303.0,197.0,196.0,393.0,198.0
OC1C2CCC(C2)C1O,O=C(O)c1ccc(CSc2ccc(C(=O)O)cc2)cc1,*OC1C2CCC(C2)C1OC(=O)c1ccc(SCc2ccc(C(*)=O)cc2)cc1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.25555555555555554,0.19097744360902255,0.16293436293436295,0.16240601503759397,0.15526315789473683,310.0,442.0,303.0,207.0,170.0,0.21081851067789195,0.18997427605839104,0.09216403037090172,0.15511334686589626,0.14509525002200233,310.0,442.0,207.0,321.0,170.0,0.17391304361020793,0.1889763780538037,0.05213270158980481,0.1481481482569273,0.13559322045165184,442.0,310.0,207.0,321.0,170.0
Cc1ccc(C(O)C(O)c2ccc(C)cc2)cc1,O=C(Cl)c1ccc(Br)c(C(=O)Cl)c1,*OC(c1ccc(C)cc1)C(OC(=O)c1cc(C(*)=O)ccc1Br)c1ccc(C)cc1,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.2974137931034483,0.2657142857142857,0.2438423645320197,0.2427536231884058,0.24019607843137253,149.0,386.0,33.0,338.0,650.0,0.29361010975735174,0.2484236013632475,0.22194838080923765,0.22522130823072542,0.22140372138502382,149.0,386.0,338.0,33.0,650.0,0.2898550725663096,0.23225806462872006,0.20202020213735333,0.20895522399451996,0.20408163276809663,149.0,386.0,414.0,723.0,722.0
COc1ccc(Sc2ccc(OC)cc2C(=O)O)c(C(=O)O)c1,CC(C)(C)c1ccccc1C(O)C(O)c1ccccc1C(C)(C)C,*OC(c1ccccc1C(C)(C)C)C(OC(=O)c1cc(OC)ccc1Sc1ccc(OC)cc1C(*)=O)c1ccccc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.24144144144144145,0.24144144144144145,0.21791187739463602,0.21791187739463602,0.21791187739463602,717.0,716.0,723.0,722.0,724.0,0.24012009007506568,0.24012009007506568,0.2166445612065605,0.2166445612065605,0.2166445612065605,717.0,716.0,723.0,722.0,731.0,0.2388059702503453,0.2388059702503453,0.21538461548577517,0.21538461548577517,0.21538461548577517,717.0,716.0,724.0,723.0,722.0
CC(C)(C)c1cc(N)c(N)c(Br)c1,O=C(O)C1C2c3ccccc3C(c3ccccc32)C1C(=O)O,*Nc1cc(C(C)(C)C)cc(Br)c1NC(=O)C1C2c3ccccc3C(c3ccccc32)C1C(*)=O,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.21773399014778325,0.20032051282051283,0.20022246941045607,0.20022246941045607,0.20022246941045607,33.0,390.0,722.0,723.0,724.0,0.21746411288782494,0.20016019225635892,0.20011120378952102,0.20011120378952102,0.20011120378952102,33.0,390.0,731.0,724.0,722.0,0.21719457023599434,0.20000000010016003,0.20000000010011112,0.20000000010011112,0.20000000010011112,33.0,390.0,724.0,722.0,723.0
OCC(O)c1cc(Cl)ccc1F,O=C(O)c1cc(Cl)c(Cl)cc1C(=O)O,*OC(COC(=O)c1cc(Cl)c(Cl)cc1C(*)=O)c1cc(Cl)ccc1F,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.24019088016967127,0.2282352941176471,0.215527950310559,0.21195652173913043,0.19047619047619047,493.0,258.0,500.0,539.0,716.0,0.23929908253350782,0.22228757209048455,0.2114722130550724,0.20851441405707477,0.1889822365046136,493.0,258.0,500.0,539.0,716.0,0.23841059612723128,0.2164948454659688,0.2074927954927771,0.20512820523142672,0.18750000010156248,493.0,258.0,500.0,539.0,716.0
CC(C)(O)CC(C)(O)c1ccc(Cl)cc1,O=C(O)c1ccc(Cl)c2c(Cl)ccc(C(=O)O)c12,*OC(C)(CC(C)(C)OC(=O)c1ccc(Cl)c2c(Cl)ccc(C(*)=O)c12)c1ccc(Cl)cc1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.25517241379310346,0.25517241379310346,0.25517241379310346,0.25517241379310346,0.24027879677182684,722.0,731.0,724.0,723.0,477.0,0.24913643956121992,0.24913643956121992,0.24913643956121992,0.24913643956121992,0.22983614055242751,724.0,723.0,722.0,731.0,477.0,0.24324324334791822,0.24324324334791822,0.24324324334791822,0.24324324334791822,0.21984732835277807,731.0,724.0,723.0,722.0,477.0
O=C(O)c1cc(OCc2ccccc2)cc(C(=O)O)c1,OC(CCl)C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,*OC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(CCl)OC(=O)c1cc(OCc2ccccc2)cc(C(*)=O)c1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.35,0.3162162162162162,0.24662162162162163,0.24662162162162163,0.240625,15.0,14.0,716.0,717.0,498.0,0.31622776601683794,0.2940858488375231,0.24659848095803594,0.24659848095803594,0.23717082451262844,15.0,14.0,716.0,717.0,498.0,0.28571428583265307,0.27350427361778074,0.2465753425657722,0.2465753425657722,0.23376623386908418,15.0,14.0,717.0,716.0,498.0
Nc1c(Br)cc(-c2cc(Br)c(N)c(Br)c2)cc1Br,CSc1ccc(C(CC(=O)O)C(=O)O)cc1,*Nc1c(Br)cc(-c2cc(Br)c(NC(=O)CC(C(*)=O)c3ccc(SC)cc3)c(Br)c2)cc1Br,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.2236111111111111,0.2157622739018088,0.18803418803418803,0.18707482993197277,0.18157423971377462,24.0,414.0,257.0,64.0,149.0,0.22360679774997896,0.21566554640687682,0.18490006540840973,0.1870439059165649,0.17944458136637376,24.0,414.0,64.0,257.0,505.0,0.2236024845720535,0.21556886237553874,0.18181818192148763,0.1870129871130201,0.17733990158016455,24.0,414.0,64.0,257.0,505.0
Cc1cc(C)c(O)c(C)c1O,O=C(O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1Cl,*Oc1c(C)cc(C)c(OC(=O)c2ccccc2C(=O)Nc2ccc(C(*)=O)c(Cl)c2)c1C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2111111111111111,0.19963369963369962,0.19963369963369962,0.19623655913978494,0.19375,505.0,717.0,716.0,759.0,397.0,0.21081851067789195,0.19138975058773816,0.19138975058773816,0.19399589841579262,0.19364916731037085,505.0,759.0,397.0,716.0,717.0,0.21052631588975068,0.18348623864019864,0.18348623864019864,0.19178082202007882,0.19354838719687825,505.0,397.0,759.0,477.0,650.0
CC(c1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,O=C(O)c1sc(C(=O)O)c(-c2ccccc2)c1-c1ccccc1,*Oc1c(C(C)c2cc(C(C)(C)C)cc(C(C)(C)C)c2OC(=O)c2sc(C(*)=O)c(-c3ccccc3)c2-c2ccccc2)cc(C(C)(C)C)cc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2217741935483871,0.2217741935483871,0.2217741935483871,0.2217741935483871,0.2125,724.0,731.0,722.0,723.0,487.0,0.21997067253202993,0.21997067253202993,0.21997067253202993,0.21997067253202993,0.19364916731037085,722.0,723.0,731.0,724.0,171.0,0.218181818283438,0.218181818283438,0.218181818283438,0.218181818283438,0.17647058835224913,731.0,722.0,723.0,724.0,33.0
CC(C)(C)CC(C)(C)c1ccc(O)cc1O,O=C(O)C(Cc1ccccc1Cl)C(=O)O,*Oc1cc(OC(=O)C(Cc2ccccc2Cl)C(*)=O)ccc1C(C)(C)CC(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.27541998231653403,0.26333113890717574,0.2495256166982922,0.2495256166982922,0.2495256166982922,499.0,477.0,723.0,731.0,724.0,0.21442250696755896,0.2565790028953927,0.23859169349525475,0.23859169349525475,0.23859169349525475,477.0,723.0,722.0,731.0,724.0,0.16693418954548872,0.2500000001050625,0.22813688223784936,0.22813688223784936,0.22813688223784936,477.0,731.0,722.0,723.0,724.0
NC(N)=NN=Cc1cccc2ccccc12,O=C(O)CN(CC(=O)O)C(=O)CSc1ccccc1,*NC(=NN=Cc1cccc2ccccc12)NC(=O)CN(CC(*)=O)C(=O)CSc1ccccc1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.23885918003565063,0.23676470588235293,0.23676470588235293,0.22554697554697556,0.21624713958810068,498.0,717.0,716.0,439.0,543.0,0.23883257361061286,0.220293921306753,0.220293921306753,0.22259728109199708,0.21526419295572294,498.0,439.0,716.0,717.0,612.0,0.23880597024927602,0.20496894421280817,0.20496894421280817,0.21968616272742023,0.21428571438662136,498.0,439.0,612.0,543.0,716.0
O=C(C=P(c1ccccc1)(c1ccccc1)c1ccccc1)c1ccc(O)cc1O,O=C(O)C(C(=O)O)C12CC3CC(CC(C3)C1)C2,*Oc1cc(OC(=O)C(C(*)=O)C23CC4CC(CC(C4)C2)C3)ccc1C(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.20972423802612483,0.20625,0.20625,0.17905405405405406,0.17905405405405406,146.0,716.0,717.0,715.0,714.0,0.20866567589347626,0.2053959590644373,0.2053959590644373,0.1643989873053573,0.1643989873053573,146.0,717.0,716.0,323.0,715.0,0.2076124568484118,0.204545454646281,0.204545454646281,0.15094339634211465,0.15094339634211465,146.0,716.0,717.0,323.0,321.0
COc1c(N)cc(C(C)(C)C)cc1N,CC(SCC(=O)C(=O)O)C(=O)O,*Nc1cc(C(C)(C)C)cc(NC(=O)C(=O)CSC(C)C(*)=O)c1OC,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.20166666666666666,0.1622596153846154,0.16176470588235295,0.1613953488372093,0.16025641025641024,146.0,758.0,33.0,338.0,75.0,0.1632993161855452,0.14708710135363803,0.14408763192842225,0.16138931695718578,0.15701857325533192,146.0,338.0,75.0,464.0,758.0,0.13223140509310838,0.1333333334511605,0.12834224610996597,0.16138328540260116,0.15384615395015383,338.0,75.0,464.0,434.0,44.0
Oc1ccc(C=Nc2ccc(Cl)cc2)cc1O,O=C(O)c1cc(C(=O)O)cc(C(F)F)c1,*Oc1cc(C=Nc2ccc(Cl)cc2)ccc1OC(=O)c1cc(C(*)=O)cc(C(F)F)c1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.25045787545787546,0.22294372294372294,0.19318181818181818,0.19318181818181818,0.19318181818181818,310.0,303.0,733.0,730.0,729.0,0.2401922307076307,0.20806259464411975,0.1846372364689991,0.1846372364689991,0.1846372364689991,310.0,303.0,539.0,728.0,733.0,0.23034734928536044,0.19417475739445755,0.17647058834394463,0.17647058834394463,0.17647058834394463,310.0,303.0,539.0,730.0,733.0
O=C(O)c1ccc(CNCc2ccc(C(=O)O)o2)o1,NCC1CCC(CN)S1,*NCC1CCC(CNC(=O)c2ccc(CNCc3ccc(C(*)=O)o3)o2)S1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.20779220779220778,0.1751012145748988,0.15375,0.14957264957264957,0.1467304625199362,310.0,588.0,498.0,198.0,303.0,0.19738550848793068,0.17425375883933072,0.15,0.1307440900921227,0.08929995329613663,310.0,588.0,498.0,539.0,335.0,0.1875000001097656,0.17341040472524305,0.1463414635194527,0.11428571440930613,0.05434782624991731,310.0,588.0,498.0,335.0,539.0
Nc1ccc(Oc2ccc(N)cc2)cc1,O=C(O)CNCC(=O)NCC(=O)O,*Nc1ccc(Oc2ccc(NC(=O)CNCC(=O)NCC(*)=O)cc2)cc1,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.3222996515679442,0.2668421052631579,0.25101214574898784,0.22403846153846155,0.21666666666666667,354.0,479.0,614.0,613.0,254.0,0.20447945297729908,0.1685854460847049,0.1827588840975978,0.10284416890093029,0.1314684396244359,354.0,614.0,75.0,479.0,77.0,0.12972972988947842,0.1065088758997304,0.13306451627602106,0.04721030060811215,0.07977207993526189,75.0,434.0,77.0,498.0,539.0
CC(C)(C(=O)O)N(CCC(=O)O)C(=O)OCc1ccccc1,CSc1ccc(Cl)c(O)c1O,*Oc1c(SC)ccc(Cl)c1OC(=O)CCN(C(=O)OCc1ccccc1)C(C)(C)C(*)=O,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.22154882154882155,0.22154882154882155,0.1994535519125683,0.1930232558139535,0.1930232558139535,588.0,18.0,19.0,478.0,175.0,0.16412198797244365,0.16412198797244365,0.14784425419091457,0.19289712886816485,0.19289712886816485,487.0,478.0,175.0,717.0,716.0,0.12158054725758445,0.12158054725758445,0.10958904124094578,0.19277108443748003,0.19277108443748003,487.0,175.0,478.0,717.0,716.0
Oc1ccc(C(F)(F)F)c(Br)c1O,O=C(Cl)c1ccc(Br)c(C(=O)Cl)c1,*Oc1c(OC(=O)c2cc(C(*)=O)ccc2Br)ccc(C(F)(F)F)c1Br,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.2661637931034483,0.2661637931034483,0.23923444976076555,0.23923444976076555,0.22278225806451613,33.0,149.0,94.0,95.0,731.0,0.2542738138578039,0.2542738138578039,0.21598777211534287,0.21598777211534287,0.21997067253202993,33.0,149.0,724.0,731.0,722.0,0.24291497986581984,0.24291497986581984,0.19500000011849,0.19500000011849,0.21719457023825475,149.0,33.0,731.0,722.0,723.0
O=C(O)C1CC2C(C1)C2C(=O)O,Nc1cc(C(F)(F)F)cc(N)c1Cl,*Nc1cc(C(F)(F)F)cc(NC(=O)C2CC3C(C2)C3C(*)=O)c1Cl,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.17424242424242425,0.16666666666666666,0.16145833333333331,0.14464882943143814,0.1361111111111111,500.0,539.0,499.0,609.0,258.0,0.17407765595569785,0.16666666666666666,0.1613743060919757,0.1416576493949657,0.07453559924999299,500.0,539.0,499.0,609.0,498.0,0.17391304357844992,0.16666666676666667,0.16129032268074922,0.138728323803515,0.040816326700624746,500.0,539.0,499.0,609.0,498.0
OCc1cc(N=Nc2ccc(Cl)c(Cl)c2)ccc1O,O=C(O)c1ccccc1-c1ccccc1C(=O)O,*Oc1ccc(N=Nc2ccc(Cl)c(Cl)c2)cc1COC(=O)c1ccccc1-c1ccccc1C(*)=O,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.26656920077972707,0.25885129819040126,0.24053030303030304,0.22895500725689405,0.21958855098389982,310.0,303.0,254.0,493.0,716.0,0.26490647141300877,0.2508835684326896,0.2383656473113981,0.22538468968727257,0.17944458136637373,310.0,303.0,254.0,493.0,499.0,0.26325411344676464,0.24316109433098548,0.2362204725427367,0.22187004764667612,0.1466395113348501,310.0,303.0,254.0,493.0,499.0
Nc1ccc(C(=O)Oc2ccccc2)cc1N,O=C(O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O,*Nc1ccc(C(=O)Oc2ccccc2)cc1NC(=O)CC(NC(=O)OCC1c2ccccc2-c2ccccc21)C(*)=O,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.3121468926553672,0.2839912280701754,0.2707641196013289,0.2707641196013289,0.26825396825396824,606.0,605.0,716.0,717.0,142.0,0.276172385369497,0.26901379342448517,0.2703510699011153,0.2703510699011153,0.26427498905736396,606.0,716.0,717.0,605.0,142.0,0.24434389152443647,0.2548262549365245,0.26993865040705334,0.26993865040705334,0.26035502968874336,717.0,716.0,142.0,605.0,606.0
CCC(O)(CC)c1ccccc1-c1ccccc1C(O)(CC)CC,CCOC(=O)NC(CC(=O)O)C(=O)O,*OC(CC)(CC)c1ccccc1-c1ccccc1C(CC)(CC)OC(=O)C(CC(*)=O)NC(=O)OCC,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.2686025408348457,0.25417130144605116,0.25417130144605116,0.25417130144605116,0.25082236842105265,77.0,25.0,17.0,76.0,74.0,0.24472659658900975,0.22123125977206226,0.22123125977206226,0.22123125977206226,0.23297277907402333,77.0,74.0,17.0,76.0,25.0,0.22297297308996075,0.1925601751789446,0.1925601751789446,0.1925601751789446,0.2163934427366772,77.0,74.0,72.0,146.0,594.0
CC1(C)OC(C(O)(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)C(C(O)(c2cc(C(C)(C)C)cc(C(C)(C)C)c2)c2cc(C(C)(C)C)cc(C(C)(C)C)c2)O1,O=C(O)c1sc(C(=O)O)c(-c2ccccc2)c1-c1ccccc1,*OC(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)C1OC(C)(C)OC1C(OC(=O)c1sc(C(*)=O)c(-c2ccccc2)c1-c1ccccc1)(c1cc(C(C)(C)C)cc(C(C)(C)C)c1)c1cc(C(C)(C)C)cc(C(C)(C)C)c1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.19971537001897532,0.19971537001897532,0.19971537001897532,0.19971537001897532,0.19933829611248965,731.0,724.0,723.0,722.0,33.0,0.19962013261054987,0.19962013261054987,0.19962013261054987,0.19962013261054987,0.19925419255468715,722.0,731.0,723.0,724.0,33.0,0.19952494071767254,0.19952494071767254,0.19952494071767254,0.19952494071767254,0.19917012458141217,724.0,723.0,722.0,731.0,33.0
NCC1COC2C(CN)COC12,O=C(O)CCOCCOCCC(=O)O,*NCC1COC2C(CNC(=O)CCOCCOCCC(*)=O)COC12,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.2727272727272727,0.2472222222222222,0.24494949494949494,0.24494949494949494,0.2439613526570048,433.0,459.0,462.0,454.0,456.0,0.15075567228888181,0.14907119849998599,0.14213381090374028,0.14213381090374028,0.13900960937138318,261.0,594.0,310.0,212.0,492.0,0.08333333350277777,0.08988764061307918,0.08247422697045383,0.08247422697045383,0.07920792095961181,261.0,594.0,212.0,310.0,492.0
O=C(O)c1c(Cl)cc(Cl)c(Cl)c1C(=O)O,O=C(Cc1cccc(Br)c1)c1ccc(O)cc1O,*Oc1cc(OC(=O)c2c(Cl)c(Cl)cc(Cl)c2C(*)=O)ccc1C(=O)Cc1cccc(Br)c1,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.23319327731092437,0.22078252032520324,0.22078252032520324,0.21068965517241378,0.20699643493761138,31.0,95.0,94.0,602.0,138.0,0.21498485387337868,0.21503450280913988,0.21503450280913988,0.20844250013389537,0.20137672325825476,95.0,94.0,31.0,602.0,138.0,0.1981981983132051,0.20943613359190555,0.20943613359190555,0.20621931270441313,0.1959095802991128,95.0,94.0,602.0,31.0,138.0
CC(SCC(=O)c1ccc(C(=O)O)cc1)C(=O)O,Nc1c(N)c2ccccc2c2ccccc12,*Nc1c(NC(=O)c2ccc(C(=O)CSC(C)C(*)=O)cc2)c2ccccc2c2ccccc12,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.2775735294117647,0.27588235294117647,0.2630252100840336,0.2611111111111111,0.23310810810810811,390.0,254.0,595.0,173.0,146.0,0.22687130324325752,0.24009801919951237,0.21693045781865616,0.2277100170213244,0.23249527748763857,254.0,146.0,173.0,614.0,390.0,0.18543046370935484,0.20895522400485636,0.1789137381511478,0.19858156040763544,0.23188405807153964,146.0,614.0,717.0,716.0,254.0
COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,O=C(O)CNC(=O)c1ccc(C(=O)NCC(=O)O)cc1,*Oc1c(-c2cc(OC)cc(C(C)(C)C)c2OC(=O)CNC(=O)c2ccc(C(=O)NCC(*)=O)cc2)cc(OC)cc1C(C)(C)C,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.24891774891774893,0.24891774891774893,0.24891774891774893,0.24891774891774893,0.2385057471264368,722.0,723.0,724.0,731.0,310.0,0.24618298195866548,0.24618298195866548,0.24618298195866548,0.24618298195866548,0.227429413073671,722.0,731.0,723.0,724.0,310.0,0.2434782609717505,0.2434782609717505,0.2434782609717505,0.2434782609717505,0.2168674699885905,724.0,731.0,723.0,722.0,33.0
CC(C)(C)c1ccccc1C(O)C(O)c1ccccc1C(C)(C)C,O=C(Cl)c1ccc(Br)c(C(=O)Cl)c1,*OC(c1ccccc1C(C)(C)C)C(OC(=O)c1cc(C(*)=O)ccc1Br)c1ccccc1C(C)(C)C,"{'step_growth': ['di_acid_chloride', 'di_ol']}",1,0.2900608519269777,0.26782682512733447,0.25531077891424075,0.24972191323692994,0.24972191323692994,33.0,95.0,138.0,722.0,724.0,0.28484364594794254,0.2573206596865631,0.24772767464855852,0.24958252127842895,0.24958252127842895,33.0,95.0,731.0,722.0,723.0,0.27972027982384473,0.24722662451339683,0.24036979979768566,0.24944320722706037,0.24944320722706037,33.0,724.0,722.0,723.0,731.0
Nc1c(N)c2ccccc2c2ccccc12,O=C(O)CCCCCCCCC(=O)O,*Nc1c(NC(=O)CCCCCCCCC(*)=O)c2ccccc2c2ccccc12,"{'step_growth': ['di_amine', 'di_carboxylic_acid']}",1,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,0.4583333333333333,459.0,455.0,453.0,462.0,456.0,0.0,0.0,0.0,0.0,0.0,498.0,537.0,538.0,499.0,463.0,1.999999999781818e-10,1.999999999781818e-10,1.999999999781818e-10,1.999999999781818e-10,1.999999999781818e-10,498.0,537.0,499.0,538.0,463.0
Oc1nc(S)nc(O)c1N=Nc1ccccc1F,CC(c1ccccc1)C(C(=O)O)C(=O)O,*Oc1nc(S)nc(OC(=O)C(C(*)=O)C(C)c2ccccc2)c1N=Nc1ccccc1F,"{'step_growth': ['di_carboxylic_acid', 'di_ol']}",1,0.3375,0.3375,0.2773279352226721,0.265527950310559,0.25465838509316774,716.0,717.0,257.0,439.0,397.0,0.2958039891549808,0.2958039891549808,0.23594070482714927,0.24922239313961342,0.23312620206007845,716.0,717.0,439.0,257.0,397.0,0.2592592593824417,0.2592592593824417,0.2007299271349193,0.23391812876687532,0.21341463426253718,716.0,717.0,439.0,397.0,310.0
O=C=NCCCCCCCCCCCCN=C=O,CCOc1ccccc1OCC(O)CO,*OCC(COc1ccccc1OCC)OC(=O)NCCCCCCCCCCCCNC(*)=O,"{'step_growth': ['di_isocyanate', 'di_ol']}",1,0.5777777777777777,0.5714285714285714,0.5648148148148148,0.56,0.4033047735618115,762.0,526.0,763.0,525.0,58.0,0.39440531887330776,0.3779644730092272,0.3600411499115478,0.34641016151377546,0.22673241660444166,762.0,526.0,763.0,525.0,520.0,0.2692307693841716,0.25000000015625,0.22950819688067722,0.21428571444744898,0.12746585752803047,520.0,762.0,526.0,194.0,763.0
